Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties,States
2021,AK,Alaska,Bristol Bay,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,71.4,,,67.1,75.1,838,02060,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-156.9668053 58.741661),1670,51
2021,AK,Alaska,Yakutat,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,8.1,,,7.2,9.2,704,02282,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Kodiak Island,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.7,,,11.9,15.7,12787,02150,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-153.9183721 57.7044003),,51
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,68.6,,,62.7,74.0,2332,02105,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-135.884909 58.403336),109,51
2021,AK,Alaska,Bethel,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,35.4,,,29.9,40.7,18557,02050,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,Wrangell,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.6,,,11.0,14.5,2055,02275,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-132.0267878 56.1807793),3,51
2021,AK,Alaska,Petersburg,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,14.2,,,12.1,16.6,3356,02195,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-133.0085979 57.1124581),117,51
2021,AK,Alaska,Skagway,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.2,,,11.7,16.9,1132,02230,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-135.3382787 59.5603794),1709,51
2021,AK,Alaska,Anchorage,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,27.6,,,25.0,30.3,288121,02020,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-149.2843294 61.1742503),1669,51
2021,AK,Alaska,Aleutians East,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,60.7,,,54.6,66.8,3398,02013,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-161.9974772 55.2450437),107,51
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,39.3,,,34.7,44.0,2332,02105,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-135.884909 58.403336),109,51
2021,AK,Alaska,Wrangell,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,66.2,,,60.4,71.9,2055,02275,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-132.0267878 56.1807793),3,51
2021,AK,Alaska,Yukon-Koyukuk,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.6,,,13.4,17.9,5275,02290,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-151.5778496 65.3757271),4,51
2020,AK,Alaska,Bristol Bay,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,33.6,,,28.3,38.8,838,02060,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-156.9668053 58.741661),1670,51
2021,AK,Alaska,Wrangell,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3,,,2.7,3.3,2055,02275,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-132.0267878 56.1807793),3,51
2021,AK,Alaska,Dillingham,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,28,,,23.2,33.1,4772,02070,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-158.2671226 59.5433255),1672,51
2021,AK,Alaska,Kenai Peninsula,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.4,,,26.7,35.8,59767,02122,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-152.0526403 60.360766),110,
2021,AK,Alaska,Lake and Peninsula,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20.6,,,17.0,24.4,1416,02164,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-156.4134134 58.1085067),113,51
2020,AK,Alaska,Fairbanks North Star,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,31.1,,,25.3,36.6,95593,02090,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-146.5481586 64.6760436),1673,51
2021,AK,Alaska,Yakutat,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,13.1,,,11.4,14.9,704,02282,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Aleutians West,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,10.4,,,9.0,12.0,5059,02016,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (178.338813 51.9594469),,
2021,AK,Alaska,Kodiak Island,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,9.6,,,8.2,11.2,12787,02150,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-153.9183721 57.7044003),,51
2021,AK,Alaska,Southeast Fairbanks,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34.6,,,29.0,40.7,6970,02240,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-143.2186282 63.8649972),983,51
2021,AK,Alaska,Southeast Fairbanks,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,12.5,,,10.0,15.5,6970,02240,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-143.2186282 63.8649972),983,51
2021,AK,Alaska,Denali,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.6,,,12.5,17.0,1593,02068,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-150.0270164 63.6820386),1671,51
2021,AK,Alaska,Juneau,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.3,2.8,31973,02110,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-134.1784454 58.3729099),1675,51
2021,AK,Alaska,Southeast Fairbanks,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,28,,,24.3,32.1,6970,02240,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-143.2186282 63.8649972),983,51
2021,AK,Alaska,Kenai Peninsula,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.7,,,8.4,10.8,59767,02122,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-152.0526403 60.360766),110,
2021,AK,Alaska,Petersburg,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,17.4,,,14.2,21.1,3356,02195,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-133.0085979 57.1124581),117,51
2021,AK,Alaska,Yakutat,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,17.8,,,14.5,21.5,704,02282,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Nome,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,15.6,,,12.6,19.2,9865,02180,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-164.1889119 64.7836858),114,51
2020,AK,Alaska,Sitka,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,80.5,,,78.5,82.5,8407,02220,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-135.3673965 57.1932044),118,
2020,AK,Alaska,Haines,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,68.7,,,65.8,71.5,2071,02100,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-135.5757906 59.0984037),1674,51
2021,AK,Alaska,Prince of Wales-Hyder,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,26.9,,,22.4,31.9,5729,02198,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-133.1623885 55.6827733),1708,
2021,AK,Alaska,Yukon-Koyukuk,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,29.5,,,24.8,34.5,5275,02290,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-151.5778496 65.3757271),4,51
2021,AK,Alaska,Yakutat,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,7.9,,,6.9,8.9,704,02282,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-140.416942 60.0174528),984,51
2020,AK,Alaska,Bethel,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,71.7,,,68.5,74.8,18557,02050,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,North Slope,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.2,,,2.9,3.6,10972,02185,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-153.4728302 69.4493427),115,51
2020,AK,Alaska,Yakutat,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,34.2,,,33.0,35.3,704,02282,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Ketchikan Gateway,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.4,,,9.0,12.0,13754,02130,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-131.1066847 55.4499378),111,51
2021,AK,Alaska,Denali,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18,,,14.7,21.6,1593,02068,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-150.0270164 63.6820386),1671,51
2021,AK,Alaska,Skagway,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,13.6,,,11.3,16.2,1132,02230,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-135.3382787 59.5603794),1709,51
2020,AK,Alaska,Juneau,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,69.2,,,66.5,71.7,31973,02110,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-134.1784454 58.3729099),1675,51
2020,AK,Alaska,Lake and Peninsula,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,18.8,,,14.1,24.3,1416,02164,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-156.4134134 58.1085067),113,51
2021,AK,Alaska,Anchorage,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,20.3,,,17.4,23.5,288121,02020,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-149.2843294 61.1742503),1669,51
2021,AK,Alaska,Yukon-Koyukuk,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,6.4,,,5.6,7.2,5275,02290,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-151.5778496 65.3757271),4,51
2021,AK,Alaska,Copper River,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.9,,,30.7,39.4,2630,02066,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-143.9221674 62.034479),1,51
2021,AK,Alaska,Kenai Peninsula,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.7,,,12.7,16.7,59767,02122,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-152.0526403 60.360766),110,
2020,AK,Alaska,Chugach,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,36.7,,,30.1,43.7,6941,02063,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-146.2030924 60.4884737),1,
2020,AK,Alaska,Bristol Bay,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,32.6,,,27.2,38.2,838,02060,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-156.9668053 58.741661),1670,51
2021,AK,Alaska,Southeast Fairbanks,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.7,,,4.2,5.4,6970,02240,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-143.2186282 63.8649972),983,51
2020,AK,Alaska,Fairbanks North Star,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.8,,,31.3,34.1,95593,02090,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-146.5481586 64.6760436),1673,51
2021,AK,Alaska,Aleutians East,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.2,,,29.3,39.0,3398,02013,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-161.9974772 55.2450437),107,51
2021,AK,Alaska,Kusilvak,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,65,,,60.0,69.4,8360,02158,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-163.1901714 62.2835878),2,51
2021,AK,Alaska,Nome,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,59.8,,,54.3,65.4,9865,02180,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-164.1889119 64.7836858),114,51
2021,AK,Alaska,Yakutat,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.6,7.1,704,02282,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Copper River,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.2,,,34.4,40.1,2630,02066,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-143.9221674 62.034479),1,51
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14,,,12.0,16.2,2332,02105,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-135.884909 58.403336),109,51
2021,AK,Alaska,Petersburg,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.6,7.0,3356,02195,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-133.0085979 57.1124581),117,51
2021,AK,Alaska,Copper River,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,11.8,,,9.6,14.4,2630,02066,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-143.9221674 62.034479),1,51
2021,AK,Alaska,Bristol Bay,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,14.4,,,12.4,16.6,838,02060,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-156.9668053 58.741661),1670,51
2021,AK,Alaska,Nome,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,29.1,,,24.0,34.4,9865,02180,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-164.1889119 64.7836858),114,51
2020,AK,Alaska,Skagway,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,68.1,,,64.7,71.5,1132,02230,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-135.3382787 59.5603794),1709,51
2021,AK,Alaska,Copper River,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.7,3.1,2630,02066,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-143.9221674 62.034479),1,51
2021,AK,Alaska,Denali,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.5,3.1,1593,02068,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-150.0270164 63.6820386),1671,51
2020,AK,Alaska,Yukon-Koyukuk,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,20.5,,,15.7,25.4,5275,02290,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-151.5778496 65.3757271),4,51
2021,AK,Alaska,Kodiak Island,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,70.6,,,66.6,74.2,12787,02150,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-153.9183721 57.7044003),,51
2021,AK,Alaska,Yukon-Koyukuk,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,29.2,,,24.4,33.6,5275,02290,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-151.5778496 65.3757271),4,51
2021,AK,Alaska,Kusilvak,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.9,,,4.4,5.5,8360,02158,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-163.1901714 62.2835878),2,51
2021,AK,Alaska,North Slope,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.2,,,2.8,3.6,10972,02185,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-153.4728302 69.4493427),115,51
2020,AK,Alaska,Anchorage,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,30.9,,,29.8,32.0,288121,02020,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-149.2843294 61.1742503),1669,51
2020,AK,Alaska,Bristol Bay,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,11.4,,,8.5,14.5,838,02060,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-156.9668053 58.741661),1670,51
2021,AK,Alaska,Fairbanks North Star,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10,,,8.7,11.4,95593,02090,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-146.5481586 64.6760436),1673,51
2021,AK,Alaska,Juneau,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,29.2,,,25.9,32.5,31973,02110,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-134.1784454 58.3729099),1675,51
2021,AK,Alaska,Matanuska-Susitna,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,24.5,,,21.8,27.2,110686,02170,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-149.5039935 62.2656263),1707,51
2021,AK,Alaska,Prince of Wales-Hyder,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,9.6,,,8.3,11.0,5729,02198,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-133.1623885 55.6827733),1708,
2020,AK,Alaska,Northwest Arctic,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,74.7,,,72.0,77.9,7560,02188,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-160.0210864 67.0050655),116,51
2021,AK,Alaska,Aleutians East,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,54.9,,,49.8,60.1,3398,02013,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-161.9974772 55.2450437),107,51
2021,AK,Alaska,Denali,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,53.6,,,48.3,58.8,1593,02068,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-150.0270164 63.6820386),1671,51
2021,AK,Alaska,Matanuska-Susitna,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,29,,,26.0,32.2,110686,02170,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-149.5039935 62.2656263),1707,51
2021,AK,Alaska,Fairbanks North Star,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,19.3,,,16.9,21.6,95593,02090,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-146.5481586 64.6760436),1673,51
2021,AK,Alaska,North Slope,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,13.8,,,11.8,16.0,10972,02185,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-153.4728302 69.4493427),115,51
2021,AK,Alaska,Yukon-Koyukuk,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,70.3,,,66.0,74.5,5275,02290,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-151.5778496 65.3757271),4,51
2021,AK,Alaska,Northwest Arctic,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,40.6,,,35.5,45.8,7560,02188,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-160.0210864 67.0050655),116,51
2021,AK,Alaska,Bethel,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,32.2,,,28.1,36.3,18557,02050,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,Kodiak Island,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.1,,,4.3,6.0,12787,02150,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-153.9183721 57.7044003),,51
2021,AK,Alaska,Aleutians West,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,25.1,,,21.1,30.0,5059,02016,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (178.338813 51.9594469),,
2021,AK,Alaska,Chugach,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,24.1,,,22.0,26.3,6941,02063,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-146.2030924 60.4884737),1,
2021,AK,Alaska,Aleutians East,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,32.1,,,25.2,39.5,3398,02013,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-161.9974772 55.2450437),107,51
2021,AK,Alaska,Yukon-Koyukuk,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,38.8,,,34.5,43.2,5275,02290,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-151.5778496 65.3757271),4,51
2021,AK,Alaska,Lake and Peninsula,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18,,,14.6,21.6,1416,02164,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-156.4134134 58.1085067),113,51
2021,AK,Alaska,Fairbanks North Star,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.6,6.7,95593,02090,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-146.5481586 64.6760436),1673,51
2021,AK,Alaska,Ketchikan Gateway,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.6,,,31.8,40.0,13754,02130,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-131.1066847 55.4499378),111,51
2020,AK,Alaska,Juneau,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,8.6,,,5.9,11.9,31973,02110,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-134.1784454 58.3729099),1675,51
2021,AK,Alaska,Bethel,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.9,,,18.3,26.0,18557,02050,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,North Slope,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,63.6,,,59.1,67.8,10972,02185,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-153.4728302 69.4493427),115,51
2021,AK,Alaska,Nome,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.5,,,3.2,3.9,9865,02180,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-164.1889119 64.7836858),114,51
2021,AK,Alaska,Prince of Wales-Hyder,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,13.5,,,11.2,16.2,5729,02198,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-133.1623885 55.6827733),1708,
2021,AK,Alaska,Aleutians East,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.5,7.1,3398,02013,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-161.9974772 55.2450437),107,51
2021,AK,Alaska,Northwest Arctic,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,17.4,,,15.1,19.9,7560,02188,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-160.0210864 67.0050655),116,51
2021,AK,Alaska,Wrangell,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,78.3,,,74.8,81.6,2055,02275,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-132.0267878 56.1807793),3,51
